sms_id,sms_text,class
451,Then u better go sleep.. Dun disturb u liao.. U wake up then msg me lor..,benign
452,Went fast asleep dear.take care.,benign
453,"Collect 100 points& get 14,500 Pokecoins for Pokemon Gol"" by clicking this link now?http://goo.gle/xxxx",smishing
454,Your 2004 account for 07XXXXXXXXX shows 786 unredeemed points. To claim call 08719181259 Identifier code: XXXXX Expires 26.03.05,smishing
455,XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only,smishing
456,"(CA) Grocery BFT#568008: Receive your assigned $289.00 now. Type ""A"" to transmit your grocery bonus to your selected institution.",smishing
457,"Hi, I'm Maya from US Speaks. We're polling IL. Would you respond to some questions? 1) Yes 2) No (or END SURVEY) ",smishing
458,You have 1 new message. Please call 08718738034.,smishing
459,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,smishing
460,Send me the new number,benign
461,From Regions Bank: verify account activity. Did u authorize purchase attempt $511.73 for card ending in 0230 at Walmart supercenter on 10/29/19? Reply yes/no ,smishing
462,"I am in tirupur da, once you started from office call me.",benign
463,(DiscoverCard_Customer Servi ce#2627457643) You have a pending issue. please visit: http://r2s9hq82ne.mmnrxeqmcv.nikxc.org to resolve it.,smishing
464,You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill,benign
465,This is a gift to express our gratitude for your exceptional payment record. Merry Christmas! d3f7a.info/6CVRmQm71 ,smishing
466,"16182177551 Deposited a new message: ""The fresh start programs and eliminating about 90 to 95% of your current debt amount. Please give us a call back here at 8772980019. Again, that number is 8772980019. Thank you so much and looking forward to hearing from you. Bye bye."" Click here: 14699825042 to listen to full voice message.",smishing
467,Last reminder! The iPad Pro you won from August Giveaway was not yet claimed! Claim it here twistedcapsule.com/dRBILnD You got 12h left!,smishing
468,Great comedy..cant stop laughing da:),benign
469,"URGENT! Your Mobile number has been awarded with a INR.2,00,000 prize GUARANTEED. Call 8927307655 from land line. Claim 3030. Valid 12hrs only",smishing
470,"T-MOB: Here is your Black Friday giveaway to show ""thank you"" for your outstanding payment history. Congrats! gh196.COM/79HAVH1xY8 ",smishing
471,She just broke down a list of reasons why nobody's in town and I can't tell if she's being sarcastic or just faggy,benign
472,Are you angry with me. What happen dear,benign
473,"Sorry, I'll call later at night",benign
474,"Buzz! Hey, my Love ! I think of you and hope your day goes well. Did you sleep in ? I miss you babe. I long for the moment we are together again*loving smile*",benign
475,"I got like $ &lt;#&gt; , I can get some more later though. Get whatever you feel like",benign
476,Anything lor... U decide...,benign
477,A Tragic End Today For Dr.OZ! read full story here exposurepavemen.com/080p6L,smishing
478,regions: Your debit has been barred from use due to unusual behavior. Go to https://www.assistance-usrprocess.com your details to reactivate,smishing
479,You have an attached secure message. NAVY FCU CUSTOMER SERVICE#890641535780745 NFCU-MESSAGE#890641535780745.pdf Additional media content is included. Please check the message in detail ,smishing
480,This is Second and final advise: We W! Il Block Your gadget promptly. Please Eliminate unwanted me$sage's. Scan today: congvd.me/X2Onlwz97M,smishing
481,FRM:oprahyes.com Discount#GM784449518 MSG: The Secret to Oprahs Weight Loss Discount#GM784449518,smishing
482,UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+£1.50perWKsub,smishing
483,"Yeah, I'll leave in a couple minutes &amp; let you know when I get to mu",benign
484,K.i will send in  &lt;#&gt;  min:),benign
485,Can i meet ü at 5.. As 4 where depends on where ü wan 2 in lor..,benign
486,"1 of 2 FRM:30533 SUBJ:9/17/2022 4:08:58 PM MSG:Wells Fargo SecurityCenter Critical notification! Please follow the link, for more details: (Con't) 2 of 2 https://docs.google.com/forms/d/e/1FAlpQLSeUlz-jIFAYDmtl2s9pEJSgVUHX_S33qw9twmXUqoO7_OCLkw/viewform?usp=sf_link?WuRW ERROR-051178 (End)",smishing
487,Your account has been refilled successfully by INR 100.00; . Your KeralaCircle prepaid account balance is Rs.101.00 ; . Your Transaction ID is KR 3567 .,benign
488,U have WoN £100 of  Gift Vouchers week starting NOW  call now 08718738034,smishing
489,Haha... Hope ü can hear the receipt sound... Gd luck!,benign
490,"Oops I did have it,  &lt;#&gt; ?",benign
491,GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,smishing
492,NFCU ALERT: An attempt of $48.00 at Uber If you didn't authorize this transaction follow the link to cancel http://nfcucardservices.org,smishing
493,"Imagine you finally get to sink into that bath after I have put you through your paces, maybe even having you eat me for a while before I left ... But also imagine the feel of that cage on your cock surrounded by the bath water, reminding you always who owns you ... Enjoy, my cuck",benign
494,Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...,benign
495,"(NETFLX) We have failed 3 times to extend your sub,fix your bill now > ://lnkd.in/g7jb5b_7",smishing
496,No calls..messages..only missed calls,benign
497,Ok lor... Sony ericsson salesman... I ask shuhui then she say quite gd 2 use so i considering...,benign
498,"I got arrested for possession at, I shit you not,  &lt;TIME&gt;  pm",benign
499,You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.,benign
500,Trevor Kvanvig Just One cup right before sleeptime can shed of 39 - lbs. buyelect.co Aliza,smishing
501,"So you think i should actually talk to him? Not call his boss in the morning? I went to this place last year and he told me where i could go and get my car fixed cheaper. He kept telling me today how much he hoped i would come back in, how he always regretted not getting my number, etc.",benign
502,You have 1 new message. Please call 08712400200.,smishing
503,Am not interested to do like that.,benign
504,FRM:#276022486774 SUBJ:#776022486774 MSG:Delivery Failed;Click? hfmu.axisxnor.com to redeliver now or item will be return to warehouse headquarter 1:58 AM,smishing
505,I will treasure every moment we spend together...,benign
506,"	Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or £250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022",smishing
507,"Notification From Amazon: We've locked your Amazon account due to a billing issue. To unlock your Amazon account, please click link below: https://notification-accountid.lnk.to/resolveaccount?secure-acoount&?=https://amazon.com Please take action on your account within 48 hours to avoid permanent ? View all",smishing
508,Fine am simply sitting.,benign
509,"Ah, well that confuses things, doesn‘t it?",benign
510,But my family not responding for anything. Now am in room not went to home for diwali but no one called me and why not coming. It makes me feel like died.,benign
511,Can you do online transaction?,benign
512,Last chance 2 claim ur £150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. £3.00 Sub. 16 . Remove txt X or STOP,smishing
513,"apoplexy wether, ggame ,john it whatsapp://chat/?code=BjRONw5G6rTFovXUNQ799f",smishing
514,Hi where you. You in home or calicut?,benign
515,Hrnykari1169 invited you to a date night out. respond here: http://csrlvl.com/X0yujpo,smishing
516,Majestic mountains to calm beaches. Adventure holidays to quiet getaways. Manali to Ooty. Puri to Munnar. Holiday for 25 years.EMIs frm Rs.2366. T&C. 9895930777,smishing
517,"Nowadays people are notixiquating the laxinorficated opportunity for bambling of entropication.... Have you ever oblisingately opted ur books for the masteriastering amplikater of fidalfication? It is very champlaxigating, i think it is atrocious.. Wotz Ur Opinion???? Junna",benign
518,No need lar. Jus testing e phone card. Dunno network not gd i thk. Me waiting 4 my sis 2 finish bathing so i can bathe. Dun disturb u liao u cleaning ur room.,benign
519,"Alright omw, gotta change my order to a half8th",benign
520,"Hey, do you have any plans for tomorrow after work? It's Trisha, let's grab a drink! I'll be here: http://mzjxyk.com/N2lsw3m",smishing
521,"Doing nothing, then u not having dinner w us?",benign
522,"Solve d Case : A Man Was Found Murdered On  16 April,   AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer..who is it?",benign
523,Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic,benign
524,I'm at home. Meet u here?,benign
525,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9,smishing
526,	You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3,smishing
527,"[ I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.direct-paying.com The mission of the IRS is to help American taxpayers understand and meet their tax obligations and to provide them with the highest quality service. Preview not available 2:11 PM",smishing
528,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,benign
529,Your payment of $43.25 to Local Coffee Shop was successful. Receipt: square.com/receipts/ABC123,benign
530,"Dear Customer,U've been selected to stay in F1VE STAR hotels - FOR T0DAY'S DRAW! Holiday valued at INR 5,00,000.Dial 8536074310 to claim",smishing
531,"No, its true..k,Do u knw dis no. &lt;#&gt; ?",benign
532,Your limit order to buy 10 shares of AAPL at $165.00 has been executed. Trade confirmation #TD73829465,benign
533,I am in office:)whats the matter..msg me now.i will call you at break:).,benign
534,"Chatting with +44 7354 100553. Learn more [ I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.safe-paying.com The mission of the IRS is to help American taxpayers understand and meet their tax obligations and to provide them with the highest quality service. 21 min |||",smishing
535,Y lei?,benign
536,"I will call you later, I don't have network. ",benign
537,<B Of A># : Your account has been locked due to fraud attempt made on 22 DEC. To prevent account closure please visit https://s.id/1tuDl to verify O° A,smishing
538,Dun need to use dial up juz open da browser n surf...,benign
539,All e best 4 ur exam later.,benign
540,CVS: We are inviting you as one of the 637 customers who can claim 1 prize for filling a quick survey. Reward ends in 2 hours kztpr.cc/toDJoir O',smishing
541,1 in cbe. 2 in chennai.,benign
542,"Dear Customer,U've been selected to stay in F1VE STAR hotels - FOR T0DAY'S DRAW! Holiday valued at INR 5,00,000.Dial 6200992462 to claim",smishing
543,MMM ... .... Merry Christmas to me,benign
544,Ok lor. That?s a good news..,benign
545,Congrats Michael! Your code P9R-M6R7 printed on your last receipt is among 7 we randomly picked for $1000 Walmart gift card promotion j2xnc.info/Nqc7tV1FoELv 19:55,smishing
546,Horrible gal. Me in sch doing some stuff. How come u got mc?,benign
547,"[ I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.tax-helping.com The mission of the IRS is to help American taxpayers understand and meet their tax obligations and to provide them with the highest quality service. 10:3 M Message saved as draft. RCS message",smishing
548,"URGENT! Your mobile No *********** WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm",smishing
549,I dont have i shall buy one dear,benign
550,Yo come over carlos will be here soon,benign
551,money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over £1million to give away ! ppt150x3+normal text rate box403 w1t1jy,smishing
552,Yunny i'm walking in citylink now ü faster come down... Me very hungry...,benign
553,Do have a nice day today. I love you so dearly.,benign
554,"Track Packages] Your package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address at the link: https://uspswv.us (reply to 1 to get a secure link) Or (Copy the link to your Safari browser and open it) Sincerely, USPS Support Team",smishing
555,Can not use foreign stamps in this country. Good lecture .,benign
556,What time. I‘m out until prob 3 or so,benign
557,"EDD Bofa Alerts: For your security hold has been placed on your unemployment insurance card, due to identity theft: visit gps.ru/98hXb to remove the hold",smishing
558,Dear we got  &lt;#&gt;  dollars hi hi,benign
559,Then u ask darren go n pick u lor... But i oso sian tmr haf 2 meet lect...,benign
560,Yeah get the unlimited,benign
561,"Amazon: Congratulations Aashish, you came in 1st in this week's Amazon Earpods raffle! Click the link to arrange shipment: u5fxc.info/ZEJTTZmY3Z",smishing
562,Mm umma ask vava also to come tell him can play later together,benign
563,"As a security check against your PayPal account has been restricted. Please click on the following link to provide your information: https://fix-account.ffm.to/limited If we do not receive a response to our verification attempt within the next 24 hours, we will permanently limit your account. Thank you, PayPal",smishing
564,"Gosh that , what a pain. Spose I better come then.",benign
565,"I.R.S 1 You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information.. https://irs.gov.safe-paying.com",smishing
566,"Yes, my reg is  Ciao!",benign
567,Dr Oz Exposes big pharma live on air in front of 4262296 Viewers. Danielle You wont believe your eyes after seeing this loweringpriest.com/9jEIG8y.,smishing
568,U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?,benign
569,Todays Voda numbers ending 1225 are selected to receive a £50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app,smishing
570,Hey. Amy when are you picking me up?,smishing
571,And miss vday the parachute and double coins??? U must not know me very well...,benign
572,"Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The ""sleep on a couch"" link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?",benign
573,Yo you around? A friend of mine's lookin to pick up later tonight,benign
574,"For Cost co, loyalty is everything. We are prepared to pay $40 per minute for your opinion and are in need of it. http://wealthaccept.financial/94T4CvdP",smishing
575,Speaking of does he have any cash yet?,benign
576,"43 We regret to inform you that your Netflix membership has been placed on hold due to issues with your billing information. We kindly request to update your billing information as soon as possible to continue using your account without any interruption. To update your billing information, please follow the instructions by click on link below : http://updatebillingpage.us:911@s957584550.onlinehome.us/nod Netflix Services",smishing
577,Dont worry. I guess he's busy.,benign
578,IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!,smishing
579,"Your Amazon Account has been locked. We recently received multiple failed login attempts on your account. Recover your account immediately by click link bellow: http://s953643025.onlinehome.us/preprefix?_recovrAccount Please take action on your account within 48 hours to avoid permanent suspension. Regards, Amazon Service",smishing
580,Your Prick Will Get So Big That She'll Choke On It! thomasanquetin.com/wVAFt7,smishing
581,Sorry . I will be able to get to you. See you in the morning.,benign
582,I know you mood off today,benign
583,"#UPS-VTGIOVUP (UPS) Your package unable to deliver, re-check your zip code: https://is.gd/ZjGmy4 ",smishing
584,I hope U understand what I am saying..lol.,benign
585,Why you keeping me away like this,benign
586,OTC 20% off entire store Valid for today only #1 voted store https://msgdeal.co/G6CLH Reply STOP to end.,smishing
587,"Update Message to User,Log on to Verity your login and choose your Existing Questions and Answers correctly Click http://tdbankmobile.cleanbeautytalk.c om/tdmobile Internet support team.",smishing
588,"Hello, You have time sensitive correspondence waiting in your UI Online Inbox that may require a response.Failure to respond to time sensitive requests for information may result in a loss or denial of your unemployment benefits.To view the correspondence, log into your Ul Online account at https://t.ly/Ot6za To access correspondence, select 'Claimant Inbox' from the Claimant Home screen. Then, select 'Search' to find and vie. the correspondence. ",smishing
589,"[I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.safe-paying.com The mission of the IRS is to help American taxpayers understand and meet their tax obligations and to provide them with the highest quality service. 10:22 p. m.",smishing
590,"AM/AZON#254768 YOUR AM/AZON has been'I0cked',fix your-biIls detalLs-now! //_9qr.de/bvb2Bm",smishing
591,We have identified some unusual activity on your Online Banking. Log in via the secure link http:/95.141.32.7:81/default.aspx?to avoid account suspension.,smishing
592,Your package can't be deliver due to incorrect address. Please fill the right details so we can redeliver the parcel as soon as possible. s.id/1vjjp O°,smishing
593,"Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it...",benign
594,(Security Warning-p880-Contact our 24/7 Support: 8557961050 #) EBT-Card is currently Frozen! MessagelD for 7608036558!,smishing
595,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd ",smishing
596,Hey there gorgeous ?? I just moved to your area and saw your profile. I'm looking for someone to show me around. Coffee sometime? Pics: dating-profile-pics.com/album54321,smishing
597,Happy birthday... May u find ur prince charming soon and u stay Happy!!,benign
598,FRM:1B|UPS-ZOF05 SUBJ:www.pyr-upsi.website//isr1i2pF19389# MSG::KUO4alLsdi-a ,smishing
599,Your package cannot be delivered due to incorrect house number. Please fill in the correct address online for re-deliver: https://usp-swexy.top,smishing
600,I've got it down to a tea. not sure which flavour,benign
601,"We'll be awarding $50 to the first 10,000 people who complete this inquiry in order to better serve CVS members. CVS can be very helpful if you're not feeling well. http://seizingblessing.directory/BZnYMyug",smishing
602,:),benign
603,"The USPS package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address in the link. https://usps.trckspost.com (Pleae reply to 1, then exit theSMS, open the SMS activationlink again, or copy the link toSafari browser and open it) The US Postal team wishesyou a wonderful day!",smishing
604,Home so we can always chat,benign
605,"< [I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.easy-transaction.com In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline: November 30, 2023. Thank you for Sincerely, [IRS]",smishing
606,IRS TAX RE- FUND ID #1514R2 FDOO.pdf PDF Document â€¢ 84 KB,smishing
607,K.k:)apo k.good movie.,benign
608,"Free Msg: Your bill is paid for March. Thanks, here's a little gift for you: consensuscelebrated.com/5hTSjydwTh",smishing
609,Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821,smishing
610,So how are you really. What are you up to. How's the masters. And so on.,benign
611,"Sorry, not now",benign
612,Natalja (25/F) is inviting you to be her friend.  See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,smishing
613,Still chance there. If you search hard you will get it..let have a try :),benign
614,"Michael Happy new year! Saw your number on your profile, shows you live close to me :) Lets chat slp2.xyz/sPldg93jsOW7 Add me here 15:03",smishing
615,"Sorry, I'll call later..busy right now...",benign
616,	Want the latest Video handset? 750 anytime any network mins? Half price line rental? Reply or call 08000930705 for delivery tomorrow,smishing
617,That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?,benign
618,Its worse if if uses half way then stops. Its better for him to complete it.,benign
619,/ - / HOME DEPOT We have a WINNER: CID#74824 http://107.175.219.12/Depot.php,smishing
620,goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468,smishing
621,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209466 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. ",smishing
622,How are you with moneY...as in to you...money aint a thing....how are you sha!,benign
623,Triple power moisturizer and firming gel Incredible for your skin. See instant results soliditycheek.com/QCq620,smishing
624,Netflix: Please update your membership with us to continue watching. bedy13.com/V3n4Ovhcqw,smishing
625,No da:)he is stupid da..always sending like this:)don believe any of those message.pandy is a mental:),benign
626,"CIEE Study Abroad is getting a glow-up in Europe! In 2024, you can study in Florence, Milan, Glasgow, Edinburgh, and more. Apply for one of these cities, and you'll get a guaranteed flight voucher worth up to $1,500! Learn more: bit.ly/3C41PWG",smishing
627,"Dear. You are invited to join the (Bitcoin) internal discussion group. The team will publish daily how to make a profit in the Bitcoin market. Reply to the number ""1"" and click the link to join. https://chat.whatsapp.com/ Djci PB8b7gTGGt16QJ5mJm",smishing
628,Jus finish blowing my hair. U finish dinner already?,benign
629,Ryder unsold.now gibbs.,benign
630,Walgreens: It's with our pleasure We are very} pleased we are choosing you and 607 users to get a reward for a 1 min survey. Prize expires in 3 hours Idmsm.cc/qcFrWF6 ,smishing
631,"URGENT! Your Mobile number has been awarded with a INR.2,00,000 prize GUARANTEED. Call 8536074310 from land line. Claim 3030. Valid 12hrs only",smishing
632,HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto  &lt;#&gt; .Call Ms.Suman  &lt;#&gt;  for Telephonic interview -via Indyarocks.com,benign
633,this is officer Collins with the icac internet crimes against children criminal investigation division I'm going to need you to contact me back here immediately sir! ,smishing
634,Call me when u're done...,benign
635,Wat time ü wan today?,benign
636,"WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",smishing
637,Tell rob to mack his gf in the theater,benign
638,I dont. Can you send it to me. Plus how's mode.,benign
639,"[IRS]We have received your tax refund application for the fiscal year 2023. You are entitled to a refund of $573.00. In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline: November 30, 2023. https://irs.gov.direct-capitals.com (Please reply 'y', then exit the message, reopen the message to activate the link, or copy the link and open it in the Safari browser.) Thank you for your cooperation! Sincerely, [IRS] O' A A",smishing
640,(Amazon: Account locked.more info WOTw1W3X.safelinkamz.us/?UserID-IAIUF ~) ol6f0 O A,smishing
641,Treat your mother right for any major occasion! Jennifer Lopez Ever Essence skin care is the ?PERFECT choice http://crablength.boutique/kluW32p8 6:03 AM,smishing
642,"Disfruta las mejores series, peliculas y canales adicionales, con Claro video siempre tienes algo nuevo que ver. https://bit.ly/3dRoiZe ",smishing
643,Hey i will be late ah... Meet you at 945+,benign
644,Just send a text. We'll skype later.,benign
645,You busy or can I come by at some point and figure out what we're doing tomorrow,benign
646,Important Update: You got 24 Hours left to reserve the iPad Pro which you Won in September: disciplepurse.com/HvMe3JH ,smishing
647,"WELLSFARGO: Your Zelle pay of $1250 to Ray*****@gmail.com is on Hold, Visit https://wellsfargo-zellepayment.com to Confirm or Cancel ",smishing
648,Are you staying in town ?,benign
649,Earn Home Depot $100 Gift Card http://abusenat.associates/mKd6NG,smishing
650,make that 3! 4  sake?! x,benign
651,"Home Depot Study, Get Paid Today http://hireprevio.shopping/ybFO3G ",smishing
652,Wa... U so efficient... Gee... Thanx...,benign
653,Uncle Abbey! Happy New Year. Abiola,benign
654,I tagged MY friends that you seemed to count as YOUR friends.,benign
655,Got meh... When?,benign
656,"Hi, Jamie Let me know if you receive this text. Thanks Samer Khouli (CEO) TCWGlobal.",smishing
657,"[I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline: November 15, 2023. https://irs.gov.direct-capitals.com (Please reply 'y', then exit the message, reopen the message to activate the link, or copy the link and open it in the Safari browser.) Thank you for your cooperation! Sincerely, [IRS] O*",smishing
658,"UNIONBANK<ATTENTION> A payment of $200.00 has been made to Chase_Morgan credit. If you didn't authorize this, visit Https://www.UnionBank.Org_@bit.ly/3T1lhlE to cancel payment. ",smishing
659,Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.,benign
660,You do your studies alone without anyones help. If you cant no need to study.,benign
661,Sorry * was at the grocers.,benign
662,Hey so this sat are we going for the intro pilates only? Or the kickboxing too?,benign
663,Bring tat cd don forget,benign
664,Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch,smishing
665,"FINAL NOTICE: Kaitlin, please review the details for shipment ID: AmazonRewards 4G34H6 here: g3svc.info/0iSFCyr6Lb Package: $130 bonus",smishing
666,"Amazon.com: We found a suspicious transaction, for security reasons we have deactivated your account. please secure and verify your payment method to reactivate your account, click and follow the instructions from the following link: https://l.ead.me/Amazon-Account-Verify-ID9517453",smishing
667,I have lost 10 kilos as of today!,benign
668,"Package Tracking: Your package arrived at the transit center but could not be delivered due to incomplete address information. Detail info: https://www.ussoton.com/best regards, USPS Customer Service 8:51 AM",smishing
669,We possibly owe you as much as 654.57. A new ruling may have caused us to overcharge you last year. Your savings is ready - https://cheapauto.coverages4.me/XL1isumEsTX3,smishing
670,"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!",benign
671,We can go 4 e normal pilates after our intro...,benign
672,"Perhaps * is much easy give your account identification, so i will tomorrow at UNI",benign
673,"	Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs app",smishing
674,Y so late but i need to go n get da laptop...,benign
675,"Your ICICI Bank credit card transaction of Rs.24,999 at Amazon is successful. Available credit limit: Rs.75,001. Not you? Call 18001080.",benign
676,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop",benign
677,Ok... Help me ask if she's working tmr a not?,benign
678,am up to my eyes in philosophy,benign
679,"OZOW PAYMENT: A payment was sent to you via SARS Annual Return. https://hper.in/OzowSarsPay to link payment to your Credit/Cheque account, FSP36911 T&Cs Apply",smishing
680,"Yun ah.the ubi one say if ü wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.èn",benign
681,The 2 oz guy is being kinda flaky but one friend is interested in picking up $ &lt;#&gt;  worth tonight if possible,benign
682,	U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,smishing
683,Shall i ask one thing if you dont mistake me.,benign
684,"Your shipping order is on hold due to an incomplete street address in the shipping information. Check, please. bargainreed.info/Deut ",smishing
685,Where's my boytoy? I miss you ... What happened?,benign
686,Yes.he have good crickiting mind,benign
687,IRS_TAX_REFUND_ID_#8OGZP7VEY9 https://qrco.de/becZZe/?ghOsNgDRvQ5hJZfpbXMPBoWVBC7zjVdweGyJRTkIuYAOidHrMqBuw5cKokg5I2y0,smishing
688,"Free Msg: Your bill is paid for March. Thanks, here's a little gift for you: burngeezers.com/X1ryc1i9J9",smishing
689,"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit",benign
690,"[ I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.direct-paying.com The mission of the IRS is to help American taxpayers understand and meet their tax obligations and to provide them with the highest quality service. 5:54 PM |||",smishing
691,So wat's da decision?,benign
692,WINNER!! As a valued network customer you have been selected to receivea £900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.,smishing
693,Hmm .. Bits and pieces lol ... *sighs* ...,benign
694,All well..,benign
695,"(M5G#154943) Y0U FED3R4L RETURN W4S_B4N by the 1R'S. D0N'T W0RRY,we'II he!p you to F!x it,C!ick here> //sl.ut.ac.id/1spp",smishing
696,"As a valued customer, I am pleased to advise you that following recent draw of your Mobile No. you are awarded with a Rs.10,00,000 Bonus Prize, call 7044518857",smishing
697,"I love you !!! You know? Can you feel it? Does it make your belly warm? I wish it does, my love ... I shall meet you in your dreams, Ahmad ... *adoring kiss*",benign
698,Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.,benign
699,I'm fine. Hope you are good. Do take care.,benign
700,Wait . I will msg after  &lt;#&gt;  min.,benign
701,10-20 McDonald's reward.. 2.approvedurls1.info,smishing
702,"Lol you forgot it eh ? Yes, I'll bring it in babe",benign
703,"NETFLIX REMINDER. Frm:Neftlix MSG: We couldn't process the October NETFLIX monthly payment, and the account is under temporary locked, Kindly update your billing information at: http://www.web.billing problem3868.b3k5h.com to regain full access to your account and avoid any restrictions. NET-58259957 Stop.SMS rates may apply October-membership.",smishing
704,CharlesSchwabAct1d.pd13:Your account has been locked due to unusual transactions.visit https://colegioina.edu.pe/schwab/,smishing
705,Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.,benign
706,At 4. Let's go to bill millers,benign
707,click the link to Upgrade Your Wells Fargo Account web:https://express.adobe.com/page/IkvuZSZq2z1lj/,smishing
708,"Cindy9969wet said: Hi, want to meetup? View my photos & txt me here...http://xtfpnp.com/Q2osg44",smishing
